ID	RawCoord1	RawCoord2	RawCoord3	RawCoord4	RawCoord5	RawCoord6	RawCoord7	RawCoord8	RawCoord9	RawCoord10	RawCoord11	RawCoord12	RawCoord13	RawCoord14	RawCoord15	RawCoord16	RawCoord17	RawCoord18	RawCoord19	RawCoord20	RawCoord21	RawCoord22	RawCoord23	RawCoord24	RawCoord25	RawCoord26	RawCoord27	RawCoord28	RawCoord29	RawCoord30	RawCoord31	RawCoord32	RawCoord33	RawCoord34	RawCoord35	RawCoord36	RawCoord37	RawCoord38																										
LG_AC20_R	15.65061	11.05997	17.40809	5.78754	14.13555	2.98467	12.55988	2.49985	12.05991	2.96952	12.75684	3.48464	12.83259	4.18157	13.71133	6.65113	9.89337	7.1814	8.75707	5.78754	7.2117	7.2117	5.36332	5.9542	7.42381	4.07552	8.24195	3.31799	6.40872	4.03007	2.63621	5.16637	2.78771	6.46932	4.13612	8.27225	6.59053	9.43885																										
LG_AC21_L	2.62106	12.72654	2.31804	7.71167	5.83299	5.87845	7.56017	5.66634	7.81773	6.31781	6.92384	6.63598	6.52992	7.28746	5.45423	9.18129	8.68131	10.31758	10.24183	9.19644	11.83265	10.69635	13.84769	9.454	11.80235	7.81773	11.36298	6.92384	13.0144	7.95408	17.08992	9.3934	16.5445	10.42364	14.98398	11.99931	12.28717	12.83259																										
LG_AC21_R	16.49905	12.02961	17.22628	7.1511	13.69618	4.74215	12.51443	4.31793	11.9084	4.7876	12.77199	5.28757	12.99925	5.93905	13.83253	8.02984	10.36304	8.81767	9.07523	7.42381	7.33291	8.81767	5.40878	7.74197	7.63592	5.96935	8.27225	5.01486	6.43902	6.0148	2.56045	6.66628	2.87862	8.06014	4.12097	9.78731	6.62083	10.90846																										
LG_AC22_L	3.86341	12.15081	3.33314	6.48447	6.54507	4.63609	8.19649	4.25733	8.66616	4.93911	7.87833	5.18152	7.59047	5.93905	6.63598	8.10559	9.66611	8.89342	11.45388	7.66622	12.99925	9.07523	14.87793	7.2723	12.75684	6.12086	12.09021	5.24212	13.83253	6.0754	17.95351	7.48441	17.54444	8.49951	16.05968	10.13578	13.18106	11.21147																										
LG_AC22_R	15.59001	11.9084	16.30209	6.69658	12.9841	4.51489	11.21147	4.21187	10.84786	4.77245	11.55994	5.04516	11.86295	5.8936	13.02955	8.07529	9.86307	9.02978	8.12074	7.77228	6.71173	9.31764	4.77245	7.80258	6.71173	6.30266	7.33291	5.40878	5.87845	6.18146	1.83322	7.99954	2.24229	8.93888	3.75736	10.54484	6.49962	11.48418																										
LG_AC23_L	3.75736	12.68109	2.43925	7.2723	5.10576	4.8482	6.59053	4.31793	7.13595	4.86335	6.39357	5.37847	6.27236	6.0754	5.75724	8.2874	9.22674	8.54496	10.22668	7.0602	11.8175	8.2571	13.42347	6.71173	11.71144	5.37847	10.80241	4.65124	12.43868	5.24212	16.65055	5.77239	16.27179	6.92384	15.18094	8.71162	12.69624	10.31758																										
LG_AC23_R	16.84751	11.65084	17.30203	6.36327	13.65073	4.30278	12.15081	4.15127	11.77205	4.71185	12.49928	5.07546	12.72654	5.77239	13.84769	7.87833	10.7418	8.98433	9.13583	7.87833	7.89348	9.40855	5.9542	8.348	7.1208	6.75718	8.13589	5.69664	6.51477	6.81779	2.81802	8.30255	3.40889	9.36309	5.04516	10.80241	7.63592	11.66599																										
LG_AC24_L	4.01492	13.0144	2.84832	8.24195	5.48453	5.48453	6.96929	4.96941	7.45411	5.51483	6.72688	5.8936	6.54507	6.63598	6.02995	8.78737	9.40855	9.16614	10.43879	7.69652	12.04476	8.84797	13.59012	7.66622	11.66599	6.16631	10.98421	5.40878	12.55988	6.0451	16.34754	6.49962	16.22634	7.68137	15.16579	9.33279	13.1053	10.83271																										
LG_AC24_R	14.96883	12.15081	16.10513	7.10565	12.86289	4.68154	11.77205	4.27248	11.13572	4.62094	11.72659	5.06031	11.92355	5.72694	12.68109	8.06014	9.19644	8.56011	8.09044	7.1511	6.46932	8.4389	4.96941	7.1814	6.83294	5.68149	7.43896	4.8179	5.96935	5.51483	2.34835	6.24206	2.53015	7.60562	3.60585	9.18129	5.90875	10.46909																										
LG_AC25_L	2.22714	12.68109	1.84837	7.36321	5.27242	5.19667	6.83294	4.99971	7.22685	5.62088	6.46932	5.96935	6.18146	6.60568	5.15121	8.75707	8.13589	9.59035	9.65096	8.3783	11.27208	9.95397	13.02955	8.87827	11.15087	6.99959	10.75695	6.18146	12.18111	7.13595	16.15058	8.2268	15.87787	9.71156	14.43856	11.16602	11.60539	12.15081																										
LG_AC25_R	15.02944	12.62048	16.6051	7.30261	13.89314	4.48459	12.40837	3.92401	11.7872	4.34823	12.48413	4.8482	12.43868	5.57543	13.12045	8.04499	9.81761	8.13589	8.68131	6.57538	6.74203	7.75713	5.34817	6.43902	7.46926	4.95426	8.16619	4.27248	6.59053	4.8179	2.40895	5.40878	2.53015	6.51477	3.63615	8.27225	5.96935	9.83276																										
LG_AC26_L	4.34823	12.01446	4.24218	6.68143	7.84803	4.42398	9.49945	4.22703	9.90852	4.8179	9.07523	5.10576	8.78737	5.81784	7.52987	8.06014	10.96906	9.02978	12.36292	7.78743	13.95374	9.4237	15.84757	8.3783	14.13555	6.52992	13.46892	5.59058	15.10519	6.56022	18.8474	8.12074	18.33228	9.22674	16.92327	10.69635	14.3022	11.69629																										
LG_AC26_R	15.75667	13.25681	17.10507	8.13589	13.65073	5.40878	12.09021	4.92395	11.52964	5.43908	12.31747	5.84814	12.46898	6.54507	13.48407	8.98433	9.87822	9.59035	8.54496	8.16619	6.92384	9.62066	5.28757	8.3177	7.1814	6.69658	7.87833	5.87845	6.15116	6.66628	2.33319	7.66622	2.68166	8.95403	3.95431	10.54484	6.40872	11.7872																										
LG_AC27_L	4.86335	12.48413	3.92401	7.72682	6.96929	5.49968	8.57526	5.13606	8.90857	5.68149	8.16619	6.0148	7.89348	6.68143	6.99959	8.74192	10.42364	9.46915	11.80235	8.27225	13.43862	9.71156	15.2567	8.52981	13.63558	6.92384	12.9235	6.24206	14.66582	7.1511	18.02926	7.98439	17.66565	9.36309	16.28694	10.7115	14.13555	11.7872																										
LG_AC27_R	15.07489	13.51437	15.80212	8.57526	12.68109	6.18146	11.24177	5.71179	10.80241	6.18146	11.52964	6.68143	11.69629	7.36321	12.63563	9.4843	9.06008	10.16608	7.72682	8.87827	6.15116	10.31758	4.49974	9.22674	5.8936	7.62077	6.78748	6.77233	5.27242	7.54502	1.89383	8.59041	2.19684	9.86307	3.37859	11.31753	5.72694	12.33262																										
LG_KL01_L	4.17085	11.76275	3.88967	6.4203	7.62313	4.63949	9.32584	4.63949	9.76324	5.23309	8.85721	5.45179	8.40419	6.13912	7.04515	8.16988	10.1069	9.5914	11.70026	8.45106	13.24676	10.27874	14.91823	9.27898	13.43422	7.3732	13.02807	6.3422	14.2309	7.43568	17.93312	9.57578	17.41762	10.49743	15.77739	11.77837	13.02807	12.37198																										
LG_KL01_R	15.68367	13.69978	17.27703	8.66975	14.32462	5.9048	12.99682	5.20185	12.41884	5.54552	13.07493	6.06102	13.13741	6.87332	13.69978	9.34146	10.15377	9.60703	9.18525	7.99804	7.3732	9.2165	5.98291	7.54503	8.10739	6.4203	8.81034	5.57676	7.2326	6.18599	3.35855	6.8577	3.87405	8.10739	4.43641	9.63827	6.62338	11.10666																										
LG_KL02_L	4.45203	12.49694	3.92091	7.48254	7.40444	5.65486	8.81034	5.56114	9.48206	6.37344	8.59165	6.35782	8.20112	7.01391	7.12326	8.95094	9.91945	10.1069	11.48157	8.81034	13.01244	10.52868	14.93385	9.45081	13.04369	7.81059	12.54381	7.12326	13.91847	7.7481	17.4801	9.02904	17.27703	10.24749	16.02733	11.82523	13.38735	12.59067																										
LG_KL02_R	15.23065	12.91872	16.76153	7.35757	13.12179	5.21747	11.62216	4.92067	11.16914	5.48303	11.82523	5.70173	12.09079	6.43592	12.9031	8.79472	9.68513	9.57578	8.60727	8.12301	6.95142	9.62265	5.20185	8.46668	6.87332	6.87332	7.49816	6.02977	6.01415	6.95142	2.6556	8.1855	2.96802	9.15401	4.21772	10.45057	6.23285	11.57529																										
LG_KL03_L	3.10861	12.01269	2.42128	6.18599	5.93605	3.57725	7.67	3.34293	8.07615	4.03026	7.18574	4.42079	6.88894	5.0925	5.85794	7.57627	9.37271	8.34171	10.82548	6.92018	12.71564	8.52916	14.87137	7.34195	12.6844	5.3112	12.07517	4.42079	13.91847	5.46741	18.35489	7.01391	17.87063	8.13863	16.38662	9.62265	13.48108	10.74737																										
LG_KL03_R	14.73077	13.05931	16.76153	7.3732	13.16866	4.95191	11.46595	4.60825	10.96607	5.18623	11.82523	5.54552	12.04393	6.37344	13.02807	8.84159	9.5133	9.5914	8.01366	8.09177	6.17036	9.79448	4.35831	8.57603	6.21723	6.59214	7.01391	5.8267	5.17061	6.71711	1.07786	7.93556	1.35904	9.23212	2.68684	10.65364	5.56114	11.90334																										
LG_KL04_L	3.74908	12.32511	3.37417	7.02953	6.74835	4.577	8.35733	4.29582	8.71662	4.92067	7.9668	5.18623	7.60751	6.01415	6.59214	8.23236	9.88821	9.15401	11.3566	7.77935	12.88747	9.2946	14.76202	8.2636	12.96558	6.45155	12.3876	5.42055	13.84037	6.3422	18.18306	7.70124	17.82377	8.98218	16.33976	10.55992	13.21552	11.70026																										
LG_KL04_R	15.6368	12.27825	17.88625	7.18574	14.94947	4.12399	13.44984	3.59287	12.9031	4.03026	13.59043	4.45203	13.73102	5.26434	14.34024	7.88869	10.65364	8.07615	9.68513	6.48279	7.87307	7.76373	6.3422	6.46717	8.56041	4.92067	9.26336	4.13961	7.76373	4.53014	3.09299	5.65486	3.38979	6.62338	4.56138	8.41981	7.1545	10.0288																										
LG_KL05_L	3.4679	12.62191	2.54625	7.13888	6.70148	4.7957	8.51354	4.67073	8.96656	5.35806	8.06053	5.62362	7.68562	6.3422	6.49841	8.62289	10.13815	9.63827	11.49719	8.20112	13.18428	10.13815	15.38686	9.09153	13.35611	6.88894	12.7625	6.01415	14.54332	6.98267	18.433	8.29485	18.13619	9.84134	16.69904	11.51281	13.65291	12.43446																										
LG_KL05_R	15.93361	11.68464	16.49597	6.04539	12.70002	3.84281	10.98169	3.546	10.48181	4.09275	11.3566	4.45203	11.68464	5.29558	12.84061	7.59189	9.18525	8.701	7.91994	7.1545	6.17036	9.04466	4.15523	7.9668	6.02977	5.87356	6.67024	4.99877	4.96753	5.95167	1.28093	7.26385	1.48401	8.7791	3.01488	10.41933	5.70173	11.37222																										
LG_KL06_L	4.76446	13.59043	3.4679	7.43568	7.04515	4.95191	8.7791	4.60825	9.32584	5.18623	8.38857	5.608	8.13863	6.49841	7.06077	8.87283	10.55992	9.46643	11.98145	7.95118	13.84037	9.57578	15.93361	8.24798	14.09031	6.48279	12.94996	5.54552	14.55894	6.31095	18.91725	7.24823	18.63607	8.74786	17.51135	10.60678	14.54332	11.98145																										
LG_KL06_R	15.71491	13.77788	16.40224	7.88869	12.60629	5.43617	10.9192	5.12374	10.20063	5.76421	11.23163	6.09226	11.48157	6.96704	12.73126	9.27898	9.27898	10.21625	7.82621	8.76348	6.06102	10.57554	4.04588	9.32584	5.84232	7.43568	6.56089	6.35782	5.13937	7.31071	1.35904	8.45106	1.45277	10.07566	2.85867	11.90334	5.84232	13.04369																										
LG_KL07_L	4.4989	13.62167	3.29607	8.29485	6.79521	5.51427	8.41981	5.13937	8.93531	5.76421	8.10739	6.10788	7.88869	6.8577	7.07639	9.20087	10.59116	9.79448	11.76275	8.32609	13.57481	9.77886	15.51183	8.51354	13.4967	6.77959	12.73126	5.84232	14.63705	6.81083	18.52672	7.54503	18.5111	9.04466	17.10519	10.80986	14.41835	11.9502																										
LG_KL07_R	16.38662	12.57505	17.30827	6.73273	14.18403	4.46765	12.54381	4.0615	12.1689	4.54576	12.9031	4.88943	13.05931	5.71735	13.88723	8.10739	10.30998	8.66975	9.02904	7.29509	7.26385	8.66975	5.51427	7.67	7.48254	5.65486	8.35733	4.85818	6.35782	5.70173	2.40566	6.76397	2.67122	8.01366	4.73321	9.77886	6.88894	10.85672																										
LG_KL08_L	15.48059	13.37173	17.88625	6.77959	14.26214	4.2802	12.54381	3.85843	11.98145	4.42079	12.82499	4.74884	12.93434	5.71735	13.88723	8.29485	10.21625	8.95094	8.56041	7.51379	6.8577	8.90407	4.99877	7.12326	7.06077	5.77983	7.9668	4.81132	6.1235	5.59238	1.93702	6.46717	2.04637	7.98242	3.21796	9.87259	6.26409	11.26287																										
LG_KL09_L	4.577	13.63729	3.6866	8.38857	6.98267	5.68611	8.51354	5.40493	9.01342	5.99853	8.21674	6.37344	7.9668	7.10764	7.18574	9.38833	10.57554	10.16939	11.70026	8.57603	13.73102	10.21625	15.27752	8.87283	13.26238	6.99829	12.70002	6.15474	14.05906	6.84207	18.38613	8.06053	18.07371	9.35709	16.73029	11.12228	13.91847	12.4657																										
LG_KL09_R	14.6058	12.77813	15.41811	7.31071	11.66902	5.10812	10.51305	4.73321	10.0288	5.20185	10.70051	5.608	10.93483	6.40468	11.88772	8.71662	8.34171	9.57578	7.21698	8.04491	5.43617	9.63827	3.81156	7.9668	5.8267	6.45155	6.3422	5.56114	5.07688	6.29533	0.87478	7.73248	1.26531	8.98218	2.53063	10.63802	5.12374	11.8721																										
LG_KL10_L	3.59287	12.52819	3.37417	6.8577	7.26385	4.65511	8.91969	4.62387	9.23212	5.26434	8.31047	5.54552	7.93556	6.21723	6.76397	8.31047	9.98193	9.54454	11.79399	8.56041	13.21552	10.23187	15.23065	9.09153	13.63729	7.32633	12.84061	6.35782	14.44959	7.34195	18.57359	9.2165	17.93312	10.35684	16.26165	11.80961	13.44984	12.48132																										
LG_KL10_R	16.05858	13.4967	17.38638	8.01366	14.0122	5.03002	12.43446	4.63949	12.01269	5.12374	12.7625	5.56114	12.93434	6.35782	13.73102	8.85721	10.23187	9.37271	8.63851	7.91994	6.88894	9.32584	5.17061	7.95118	7.07639	6.26409	8.12301	5.49865	6.13912	6.29533	2.07761	7.34195	2.40566	8.59165	3.74908	10.24749	6.38906	11.49719																										
LG_KL11_L	3.29607	12.51257	2.49938	7.06077	6.01415	4.81132	7.63876	4.67073	8.10739	5.29558	7.26385	5.54552	6.8577	6.37344	5.92042	8.4823	9.10715	9.60703	10.6224	8.21674	12.41884	9.99755	14.32462	8.71662	12.30949	6.88894	11.79399	5.99853	13.32487	6.87332	17.88625	8.38857	17.41762	9.54454	15.69929	11.20039	12.87185	12.20014																										
LG_KL11_R	14.79326	12.4657	17.27703	7.62313	14.37149	4.53014	12.87185	3.90529	12.30949	4.32706	12.99682	4.84256	13.05931	5.63924	13.55919	8.13863	10.0288	8.32609	9.02904	6.62338	6.8577	7.93556	5.37368	6.26409	7.70124	4.96753	8.56041	4.24896	6.90456	4.60825	2.35879	4.99877	2.42128	6.4203	3.53038	8.31047	6.09226	10.01318																										
LG_KL12_R	16.40224	12.73126	17.33951	6.13912	13.35611	4.54576	11.76275	4.34269	11.34098	4.93629	12.18452	5.29558	12.45008	6.04539	13.48108	8.16988	10.15377	9.20087	8.90407	7.79497	7.18574	9.43519	5.34244	8.74786	7.29509	6.51403	7.91994	5.68611	6.06102	6.67024	2.23382	8.10739	2.71808	9.16963	3.99902	10.57554	6.68586	11.52843																										
LG_KL13_L	5.56114	11.09104	4.48328	5.93605	7.90432	3.67097	9.5133	3.43666	9.93507	4.0615	9.16963	4.24896	8.82597	5.04564	7.81059	7.26385	10.8411	8.21674	12.43446	6.87332	14.05906	8.45106	15.94923	7.32633	14.05906	5.49865	13.35611	4.54576	15.1213	5.62362	18.79228	6.9358	18.5111	8.23236	16.98023	9.68513	14.62143	10.49743																										
LG_KL13_R	16.80839	12.70002	17.08957	6.9358	13.40297	5.3893	11.80961	5.29558	11.59092	5.79546	12.30949	6.06102	12.60629	6.88894	13.87161	8.9978	10.6224	10.30998	9.15401	9.12277	7.76373	10.76299	5.74859	9.88821	7.51379	7.85745	8.13863	6.74835	6.49841	8.06053	3.15547	9.66951	3.49914	11.01293	5.13937	12.27825	7.51379	12.87185																						
LG_KL14_R	15.74615	13.69978	16.93336	7.02953	13.41859	4.87381	11.9502	4.4989	11.34098	5.07688	12.10642	5.45179	12.27825	6.26409	13.37173	8.68538	9.56016	9.2946	8.2636	7.87307	6.54527	9.24774	4.98315	7.68562	6.87332	6.29533	7.81059	5.48303	6.06102	6.1235	1.89016	7.01391	2.04637	8.34171	3.26482	10.13815	5.9048	11.46595																						
LG_KL16_L	3.13985	13.66853	2.92116	8.32609	6.15474	6.32658	7.7481	6.09226	8.13863	6.62338	7.3732	6.90456	6.99829	7.60751	5.98291	9.71637	9.15401	10.60678	10.57554	9.2946	12.07517	10.93483	14.15279	9.79448	12.02831	8.06053	11.46595	7.27947	13.04369	7.9668	17.12082	9.65389	16.74591	10.60678	15.27752	12.10642	12.54381	13.02807																						
LG_KL16_R	16.23041	11.45033	16.85526	6.3422	13.60605	4.01464	12.10642	3.57725	11.60654	3.9834	12.35635	4.29582	12.57505	5.15499	13.55919	7.48254	9.95069	8.10739	8.90407	6.56089	7.21698	8.06053	5.3893	7.04515	7.62313	5.10812	8.16988	4.43641	6.59214	5.0925	2.48376	6.46717	2.82743	7.4513	4.0615	8.9978	6.639	10.13815																						
LG_KL17_L	3.81156	13.48108	3.15547	8.01366	6.3422	5.63924	7.98242	5.27996	8.35733	5.84232	7.62313	6.15474	7.32633	6.88894	6.51403	9.15401	9.5914	10.06004	11.02855	8.68538	12.54381	10.21625	14.35587	9.09153	12.80937	7.38882	12.05955	6.4203	13.60605	7.40444	17.402	8.57603	17.07395	9.79448	15.71491	11.4347	13.02807	12.48132																						
LG_KL17_R	15.29314	13.09055	17.80815	8.52916	15.0432	5.5299	13.80912	4.71759	13.24676	5.0925	13.80912	5.59238	13.91847	6.31095	14.19965	8.82597	10.9192	8.9978	9.85696	7.31071	7.9668	8.45106	6.639	6.95142	8.68538	5.68611	9.43519	4.92067	7.7481	5.49865	4.46765	5.74859	4.18647	6.98267	4.82694	8.88845	6.99829	10.43495																						
LG_KL18_L	2.82743	13.48108	1.7027	7.68562	5.24871	4.88943	6.9358	4.577	7.38882	5.17061	6.51403	5.54552	6.27971	6.29533	5.43617	8.63851	8.96656	9.43519	10.38808	7.91994	12.18452	9.52892	14.09031	8.21674	12.10642	6.46717	11.1379	5.56114	12.96558	6.46717	17.43324	7.63876	17.23016	8.91969	15.65242	10.51305	12.49694	11.88772																						
LG_KL18_R	15.93361	14.0122	17.23016	7.52941	13.69978	5.18623	12.18452	4.65511	11.70026	5.17061	12.45008	5.608	12.52819	6.31095	13.40297	8.9978	9.66951	9.56016	8.35733	7.88869	6.52965	9.45081	4.71759	7.98242	6.95142	6.29533	7.70124	5.42055	5.87356	6.32658	1.48401	7.42006	1.82767	8.63851	3.20234	10.38808	6.06102	11.70026																						
LG_KL19_L	3.60849	11.63778	2.99926	6.48279	6.56089	4.38955	8.21674	4.24896	8.60727	4.88943	7.88869	5.06126	7.3732	5.81108	6.27971	7.98242	9.38833	9.27898	10.74737	7.91994	12.23138	9.77886	14.19965	8.76348	12.40322	6.62338	11.9502	5.85794	13.51232	6.95142	16.77715	8.49792	16.55845	9.99755	14.96509	11.29411	12.3876	11.9502																						
LG_KL19_R	15.01196	13.4967	16.40224	7.98242	13.55919	5.17061	12.09079	4.62387	11.52843	5.04564	12.23138	5.46741	12.37198	6.3422	12.9031	8.87283	9.5133	9.16963	8.56041	7.3732	6.46717	8.7791	5.10812	7.24823	7.20136	5.81108	8.02929	5.10812	6.06102	5.8267	2.49938	6.59214	2.6556	7.71686	3.73346	9.35709	5.95167	10.85672																						
LG_KL20_L	4.98315	11.77837	4.82694	6.38906	8.37295	4.34269	9.96631	4.21772	10.29436	4.82694	9.41957	5.18623	9.12277	5.84232	8.01366	7.85745	11.27849	9.09153	12.7625	7.88869	14.37149	9.74762	16.46473	8.62289	14.51208	6.70148	13.96534	5.608	15.57432	6.77959	19.37027	8.34171	18.96412	9.79448	17.46448	11.18477	14.48084	11.96582																						
LG_KL20_R	15.79302	11.24725	16.80839	6.02977	13.74664	3.42103	12.23138	2.9524	11.70026	3.43666	12.4657	3.87405	12.63754	4.63949	13.41859	6.96704	9.76324	7.68562	8.74786	5.96729	6.71711	7.63876	5.06126	6.639	7.2326	4.63949	7.93556	3.73346	6.24847	4.35831	2.07761	5.57676	2.39004	7.01391	3.6866	8.56041	6.18599	9.77886																						
LG_KL21_L	3.84281	11.4347	3.6866	6.46717	7.3732	4.84256	8.95094	4.90505	9.16963	5.56114	8.31047	5.71735	7.87307	6.37344	6.70148	8.29485	9.57578	9.71637	11.24725	8.60727	12.6844	10.48181	14.54332	9.70075	13.02807	7.62313	12.43446	6.65462	13.98096	7.81059	17.93312	9.71637	17.52697	10.73175	15.77739	12.15328	12.55943	12.65316																						
LG_KL21_R	16.99585	12.9031	18.12057	6.54527	15.18379	4.59262	13.7154	4.17085	13.16866	4.60825	13.82475	5.0925	13.94972	5.87356	14.55894	8.23236	10.93483	8.66975	9.90383	6.98267	8.01366	8.43544	6.43592	6.99829	8.49792	5.5299	9.32584	4.71759	7.59189	5.3893	3.28044	6.09226	3.51476	7.35757	4.65511	9.10715	7.1545	10.43495																						
LG_KL22_L	4.13961	11.99707	2.96802	6.96704	6.46717	4.59262	8.06053	4.35831	8.49792	4.96753	7.63876	5.24871	7.26385	6.06102	6.4203	8.21674	10.06004	9.26336	11.15352	7.91994	13.01244	9.43519	14.76202	8.38857	13.04369	6.46717	12.09079	5.59238	14.10593	6.54527	18.07371	7.79497	17.65194	9.15401	16.1523	10.51305	13.4967	11.45033																						
LG_KL22_R	14.57456	13.02807	15.43373	7.24823	12.24701	5.27996	10.85672	4.92067	10.35684	5.40493	11.07542	5.71735	11.34098	6.639	12.18452	8.88845	8.81034	9.8101	7.49816	8.35733	5.68611	9.84134	4.04588	8.73224	5.93605	6.8577	6.67024	5.99853	4.85818	6.90456	0.98413	8.09177	1.28093	9.38833	2.62435	10.82548	5.10812	11.85648																						
LG_KL23_L	3.04613	13.278	2.78057	7.99804	6.31095	5.68611	7.84183	5.49865	8.2636	6.04539	7.48254	6.37344	7.1545	7.09201	6.15474	9.24774	9.57578	10.40371	10.98169	9.10715	12.55943	10.73175	14.55894	9.65389	12.9812	7.81059	12.09079	6.8577	13.77788	7.87307	17.51135	9.2946	16.94898	10.59116	15.68367	12.09079	12.94996	12.9812																										
LG_KL23_R	15.91798	12.85623	16.48035	7.46692	12.87185	5.37368	11.3566	5.07688	10.88796	5.62362	11.77837	5.84232	11.98145	6.65462	13.04369	8.93531	9.62265	10.04442	8.21674	8.60727	6.60776	10.35684	4.78008	9.10715	6.38906	7.42006	7.1545	6.49841	5.49865	7.42006	1.99951	8.74786	2.40566	10.16939	3.67097	11.62216	6.48279	12.54381																										
LG_KL24_L	5.48303	13.12179	4.73321	8.52916	7.85745	6.4203	9.2165	6.20161	9.66951	6.71711	8.85721	6.99829	8.57603	7.56065	7.87307	9.5133	10.8411	10.34122	11.84085	9.26336	13.278	10.87234	15.15255	9.93507	13.62167	8.20112	13.01244	7.34195	14.40273	8.24798	17.60507	9.46643	17.44886	10.63802	15.98047	12.20014	13.48108	12.88747																										
LG_KL24_R	14.69953	12.55943	15.6368	7.62313	12.32511	5.76421	10.96607	5.56114	10.6224	5.96729	11.30973	6.32658	11.51281	6.98267	12.48132	9.06028	9.27898	9.98193	8.12301	8.71662	6.73273	10.21625	4.95191	9.15401	6.49841	7.43568	7.17012	6.70148	5.71735	7.46692	2.39004	8.74786	2.62435	10.0288	4.0615	11.41908	6.32658	12.21576																										
LG_KL25_L	2.28069	14.0122	2.04637	8.2636	5.0925	6.38906	6.68586	6.15474	7.07639	6.79521	6.32658	7.12326	5.98291	7.82621	4.95191	9.8101	8.27922	10.88796	9.77886	9.65389	11.38784	11.15352	13.16866	9.76324	11.3566	8.24798	10.70051	7.34195	12.40322	8.34171	16.01171	9.52892	15.83988	10.88796	14.41835	12.45008	11.84085	13.38735																										
LG_KL25_R	15.94923	12.73126	17.52697	7.62313	14.79326	4.68635	13.44984	4.10837	12.9031	4.46765	13.54356	4.98315	13.62167	5.81108	14.2309	8.20112	10.52868	8.35733	9.34146	6.77959	7.4513	7.90432	6.1235	6.31095	8.15425	5.07688	9.0759	4.43641	7.24823	4.88943	3.38979	5.51427	3.40541	6.65462	4.37393	8.43544	6.54527	9.87259																										
LG_SA01_L	4.12173	11.97487	3.57528	6.96322	6.69781	4.93358	8.22784	4.65256	8.665	5.13655	7.83753	5.49564	7.58773	6.08892	6.66658	8.22784	10.24187	9.14899	11.36598	7.66579	13.23949	9.47685	15.05056	8.33713	12.95847	6.52607	12.3808	5.68299	14.06696	6.57291	17.75154	7.83753	17.29878	9.10215	15.79996	10.60096	13.33317	11.53772																										
LG_SA01_R	14.56657	14.00451	16.03415	8.33713	13.42685	6.60413	12.16222	5.96401	11.61578	6.24504	12.2559	6.74465	12.28713	7.49405	12.83357	9.82033	9.22705	9.96085	8.32152	8.30591	6.26065	9.60175	4.76184	8.16539	6.96322	6.82271	7.75947	6.10453	5.9484	6.60413	2.31066	7.07251	2.51363	8.38397	3.55967	10.11697	5.54247	11.49088																										
LG_SA02_L	3.04446	12.83357	2.59169	7.4316	6.32311	5.62054	7.99366	5.51125	8.29029	6.22943	7.47844	6.38556	7.01006	7.04129	5.79228	9.07093	9.32073	10.44484	10.78831	9.33634	12.24029	10.85076	14.39483	9.88278	12.70867	8.08733	12.0061	7.15057	13.78594	7.96243	17.33	9.38318	17.03336	10.81954	15.37842	12.3808	12.78673	13.14582																										
LG_SA02_R	14.42605	13.00531	16.92407	7.69702	13.9889	5.08971	12.52131	4.4652	11.92803	4.83991	12.55254	5.37074	12.70867	6.13575	13.25511	8.55571	9.46124	8.68061	8.46203	7.13496	6.55729	8.18101	4.99603	6.65097	7.04129	5.33951	7.99366	4.57449	6.15137	4.96481	2.21699	5.46441	2.32628	6.82271	3.30987	8.61816	5.58931	10.16381																										
LG_SA04_L	4.48082	11.80313	3.74702	6.66658	7.0569	4.66817	8.69622	4.44959	9.05531	5.02726	8.27468	5.37074	7.9312	5.96401	6.90077	7.94682	10.44484	9.00848	11.84997	7.82192	13.33317	9.22705	15.28475	8.18101	13.41123	6.40117	12.77112	5.49564	14.44167	6.46362	18.39166	7.74385	17.92328	8.88357	16.44008	10.398	13.84839	11.35037																										
LG_SA04_R	15.28475	12.11539	16.87723	7.49405	13.864	4.60572	12.45886	4.10611	11.95926	4.48082	12.59938	5.01165	12.69305	5.6986	13.39562	8.00927	9.50808	8.32152	8.50887	6.82271	6.72903	7.9312	5.16777	6.49484	7.25986	5.18338	8.08733	4.48082	6.27627	4.93358	2.38873	5.60492	2.66975	6.82271	3.70019	8.52448	6.04208	10.00768																										
LG_SA05_L	4.12173	12.39641	3.48161	7.49405	6.55729	5.48002	7.97804	5.16777	8.39958	5.6986	7.6814	6.02647	7.32231	6.66658	6.44801	8.665	9.52369	9.58614	10.8976	8.44642	12.45886	9.91401	14.19186	8.77429	12.64622	7.04129	11.86558	6.22943	13.55175	7.13496	17.33	8.24346	16.86162	9.55492	15.40965	11.10057	12.7555	12.06855																										
LG_SA05_R	15.86241	12.5057	17.4549	7.50966	15.06617	4.94919	13.80155	4.30908	13.19266	4.62133	13.7391	5.13655	13.81716	5.88595	14.25431	8.16539	10.85076	8.19662	9.89839	6.6822	7.99366	7.6814	6.60413	6.0733	8.4152	4.90236	9.5393	4.26224	7.74385	4.74623	3.74702	4.98042	3.91876	6.27627	4.88674	8.07172	7.16619	9.64859																										
